USAF,WBAN,STATION NAME,CTRY,ST,RGN,CALL,LAT,LON,ELEV(M),BEGIN,END
722217,99999,W H BUD BARRON,US,GA,S,KDBN,32.564,-82.985,94.0,20050628,20051231
722218,356,CAMBRIDGE DORCHESTER AIRPORT,US,MD,S,KCGE,38.533,-76.033,6.1,20061003,20220428
722218,99999,CAMBRIDGE DORCHESTER,US,MD,S,KCGE,38.539,-76.03,5.8,20080101,20081231
722219,99999,SHELL AHP,US,AL,S,KSXS,31.363,-85.849,121.9,20131211,20220427
722221,444,DIXON AIRPORT,US,WY,W,KDWX,41.037,-107.493,1996.1,20130731,20220428
722223,13899,PENSACOLA REGIONAL AIRPORT,US,FL,S,KPNS,30.478,-87.187,34.1,19900228,20220428
722224,53862,PERRY FOLEY,US,FL,S,K40J,30.072,-83.574,13.7,20060101,20130501
722224,99999,PERRY FOLEY,US,FL,S,,30.069,-83.581,13.7,19980514,20051231
722225,3855,PENSACOLA NAS,US,FL,S,KNPA,30.35,-87.317,8.5,19450201,20220428
722226,93841,WHITING FIELD NAVAL AIR STATI,US,FL,S,KNSE,30.717,-87.017,60.7,19730101,20220428
722227,3815,PENSACOLA SAUFLEY NAS,US,FL,S,,30.483,-87.35,28.0,19730102,19751231
722228,99999,SANTA ROSA COAST GUARD STATIO,US,FL,S,,30.32,-87.25,2.0,19750916,19790818
722230,13894,MOBILE REGIONAL AIRPORT,US,AL,S,KMOB,30.688,-88.246,65.5,19730101,20220428
722231,357,HAMILTON MUNICIPAL AIRPORT,US,TX,S,KMNZ,31.666,-98.149,396.2,20090101,20220428
722231,99999,HAMILTON MUNI,US,TX,S,KMNZ,31.666,-98.149,395.9,20080227,20081231
722235,13838,MOBILE DOWNTOWN AIRPORT,US,AL,S,KBFM,30.615,-88.063,4.9,19420701,20220428
722235,99999,MOBILE DOWNTOWN,US,AL,S,KBFM,30.617,-88.067,8.0,20000101,20031231
722236,99999,MOBILE POINT COAST GUARD STAT,US,AL,S,,30.23,-88.03,1.0,19750916,19771211
722237,99999,PASCAGOULA COAST GUARD STATIO,US,MS,S,,30.37,-88.57,8.0,19750916,19790724
722238,63873,HANCHEY ARMY HELIPORT (FORT R,US,AL,S,KHEY,31.35,-85.667,96.6,20060901,20220428
722238,99999,HANCHEY AHP,US,AL,S,KHEY,31.35,-85.65,97.0,19791207,19791207
722239,53861,LOWE ARMY HELIPORT (FORT RUCK,US,AL,S,KLOR,31.356,-85.751,74.4,20080717,20220428
722239,99999,LOWE AHP,US,AL,S,KLOR,31.35,-85.75,74.0,19890714,19980401
722240,99999,CAPE SAN BLAS  FL.,US,FL,S,,29.683,-85.367,2.0,19780823,20040527
722241,54925,WAYNE MUNICIPAL AIRPORT,US,NE,MW,KLCG,42.242,-96.983,434.0,20060101,20220421
722241,99999,WAYNE MUNI,US,NE,MW,KLCG,42.25,-96.983,436.0,20050722,20051231
722242,99999,GALLIANO HELIPORT,US,LA,S,K2GL,29.4,-90.3,2.0,20050101,20080626
722243,3738,RICHMOND COUNTY AIRPORT,US,NC,S,KRCZ,34.891,-79.759,109.1,20061024,20220428
722244,358,COLLEGE PARK AP,US,MD,S,KCGS,38.981,-76.922,15.2,20061025,20220428
722244,99999,COLLEGE PARK,US,MD,S,KCGS,38.981,-76.922,14.6,19761215,19810408
722245,3882,PANAMA CITY-BAY CO. INT AP,US,FL,S,KPFN,30.212,-85.683,6.4,20060101,20100603
722245,99999,PANAMA CITY BAY CO,US,FL,S,KPFN,30.2,-85.683,6.0,19730101,20051231
722246,3844,DUKE FLD,US,FL,S,KEGI,30.65,-86.533,,19490908,20220427
722246,99999,DUKE FLD,US,FL,S,KEGI,30.65,-86.523,59.4,20000103,20041231
722247,54785,SOMERSET AIRPORT,US,NJ,NE,KSMQ,40.624,-74.669,30.1,20060101,20220428
722247,99999,SOMERSET,US,NJ,NE,KSMQ,40.633,-74.667,32.0,20050208,20051231
722248,359,SOUTHLAND FIELD AIRPORT,US,LA,S,KUXL,30.131,-93.376,3.1,20061024,20220428
722249,63887,HOOK FIELD MUNICIPAL AIRPORT,US,OH,MW,KMWO,39.531,-84.395,198.1,20061024,20220428
722250,13829,LAWSON AAF AIRPORT,US,GA,S,KLSF,32.35,-85.0,70.7,19390501,20220429
722250,99999,FORT BENNING,US,GA,S,KLSF,32.333,-85.0,71.0,20000101,20041231
722251,53958,RUSTON REGIONAL AIRPORT,US,LA,S,KRSN,32.514,-92.588,94.8,20060425,20220428
722252,54923,MYERS FIELD AIRPORT,US,MN,MW,KCNB,44.729,-96.266,363.6,20061018,20220428
722253,53992,MOREHOUSE MEMORIAL AIRPORT,US,LA,S,KBQP,32.756,-91.881,50.9,20061018,20220426
722255,93842,COLUMBUS METRO AIRPORT,US,GA,S,KCSG,32.516,-84.942,120.0,19480101,20220428
722256,64774,MARSHFIELD MUNICIPAL AIRPORT,US,MA,NE,KGHG,42.098,-70.672,3.4,20051219,20220428
722260,13895,MONTGOMERY RGNL (DANNELLY FD),US,AL,S,KMGM,32.3,-86.407,66.2,19730101,20220428
722261,360,OKEECHOBEE COUNTY AIRPORT,US,FL,S,KOBE,27.267,-80.85,10.1,20070116,20220428
722261,99999,OKEECHOBEE CO,US,FL,S,KOBE,27.263,-80.85,10.4,20080101,20081231
722265,13821,MAXWELL AFB AIRPORT,US,AL,S,KMXF,32.383,-86.35,52.1,19351001,20220428
722265,99999,MAXWELL AFB,US,AL,S,KMXF,32.383,-86.367,52.0,20000102,20041229
722266,13850,CRAIG FLD,US,AL,S,KSEM,32.35,-86.983,51.0,19410701,19770831
722266,99999,CRAIG FLD,US,AL,S,KSEM,32.344,-86.988,50.6,20140109,20220427
722267,3878,TROY MUNICIPAL AIRPORT,US,AL,S,KTOI,31.857,-86.01,118.6,19730108,20220428
722267,99999,TROY MUNI,US,AL,S,KTOI,31.867,-86.017,121.0,20000103,20031231
722268,13839,DOTHAN REGIONAL AIRPORT,US,AL,S,KDHN,31.318,-85.443,112.2,20060101,20220428
722268,93843,DOTHAN RGNL,US,AL,S,KDHN,31.317,-85.45,122.0,19411216,19991231
722268,99999,DOTHAN RGNL,US,AL,S,KDHN,31.317,-85.45,122.0,20000101,20051231
722269,3850,CAIRNS ARMY AIRFIELD (FORT RU,US,AL,S,KOZR,31.267,-85.717,91.7,19541019,20220428
722269,99999,CAIRNS AAF,US,AL,S,KOZR,31.267,-85.7,92.0,20000101,20041231
722270,13864,DOBBINS AIR RESERVE BASE AIRP,US,GA,S,KMGE,33.917,-84.517,325.5,19460901,20220428
722270,99999,MARIETTA/DOBBINS AF,US,GA,S,KMGE,33.917,-84.517,326.0,20000101,20041231
722273,99999,ATLANTA (NAVRES),US,GA,S,,33.917,-84.517,326.0,20030712,20030712
722274,54939,CENTERVILLE MUNICIPAL AIRPORT,US,IA,MW,KTVK,40.684,-92.901,311.8,20090510,20220428
722275,53843,ANDALUSIA-OPP MUNICIPAL AIRPO,US,AL,S,K79J,31.306,-86.39,97.5,20060103,20220428
722275,99999,ANDALUSIA OPP,US,AL,S,K79J,31.309,-86.394,94.5,19730101,20051230
722276,53820,MIDDLETON FIELD AIRPORT,US,AL,S,KGZH,31.419,-87.048,79.1,20060101,20220428
722276,99999,MIDDLETON FLD,US,AL,S,KGZH,31.417,-87.05,79.0,19931115,20051231
722279,53852,PRYOR FIELD REGIONAL ARPT,US,AL,S,KDCU,34.658,-86.943,179.1,20060101,20220428
722279,99999,PRYOR FLD RGNL,US,AL,S,KDCU,34.653,-86.945,180.0,19990114,20051231
722280,13876,BIRMINGHAM INTERNATIONAL AIRP,US,AL,S,KBHM,33.565,-86.745,187.7,19420801,20220428
722284,3892,ABRN-OPLKA R G PITTS ARPT,US,AL,S,KAUO,32.616,-85.433,236.5,20060101,20220428
722284,99999,AUBURN OPELIKA ROBE,US,AL,S,KAUO,32.616,-85.433,237.0,19920507,20051231
722285,3896,GADSDEN MUNICIPAL AIRPORT,US,AL,S,KGAD,33.967,-86.083,173.4,20060101,20220428
722285,99999,GADSDEN MUNI,US,AL,S,KGAD,33.967,-86.083,173.0,19730101,20051231
722286,93806,TUSCALOOSA MUNICIPAL ARPT,US,AL,S,KTCL,33.212,-87.616,45.3,19730101,20220428
722286,99999,TUSCALOOSA RGNL,US,AL,S,KTCL,33.217,-87.6,52.0,20000101,20031231
722287,13871,ANNISTON METROPOLITAN ARPT,US,AL,S,KANB,33.59,-85.848,181.8,19730101,20220428
722288,99999,AUBURN UNIV. (AMOS),US,AL,S,KAUB,32.6,-85.5,198.0,19910822,19960330
722290,3881,NWS METEOROLOGICAL OBSY,US,AL,S,KCKL,32.9,-87.25,138.1,19760325,20051008
722290,99999,CENTREVILLE,US,AL,S,KCKL,32.9,-87.25,140.0,20020826,20020826
722291,470,PLATTSMOUTH MUNICIPAL AIRPORT,US,NE,MW,KPMV,40.948,-95.917,367.3,20061121,20220428
722291,99999,PLATTSMOUTH MUNI,US,NE,MW,KPMV,40.95,-95.918,366.4,20080101,20081231
722293,99999,CAMERON,US,LA,S,KCVW,29.784,-93.3,5.0,19810918,20190416
722294,99999,GRAND CHENIER (LITTLE PECAN I,US,LA,S,K3L4,29.8,-92.804,2.0,19870117,20220427
722295,99999,SOUTH TIMBALIER,US,LA,S,KS58,28.533,-90.583,1.0,19870117,20110407
722296,99999,SHIP SHOAL 198G,US,LA,S,,28.5,-91.2,2.0,19870118,19921128
722297,99999,MISSISSIPPI CANYON 778,US,LA,S,,28.15,-93.35,43.0,19870228,20130430
722298,99999,VERMILLION AREA,US,LA,S,KVRX,28.583,-92.45,1.0,19870118,19880730
722300,53864,SHELBY COUNTY AIRPORT,US,AL,S,KEET,33.178,-86.782,172.5,20020101,20220428
722300,99999,BIRMINGHAM,US,AL,S,KEET,33.183,-86.783,175.0,19981223,20011231
722303,99999,HIGH ISLAND,US,LA,S,,28.13,-94.4,30.0,19870117,19930920
722304,99999,MISSISSIPPI CANYON,US,LA,S,,28.78,-89.05,18.0,19870117,19900827
722305,99999,VENICE HELIPORT,US,LA,S,,29.12,-89.2,80.0,19870122,19881109
722306,99999,EUGENE ISLAND,US,LA,S,,28.47,-91.78,30.0,19870118,19920127
722307,99999,MARATHON-VENICE,US,LA,S,K5LA,29.286,-89.364,1.5,19870117,20160915
722308,99999,FOURCHON (SAWRS),US,LA,S,K9F2,29.1,-90.2,2.0,19870118,20161103
722309,432,GRAND ISLE SAWRS,US,LA,S,KAXO,29.25,-89.966,2.1,20050103,20161103
722309,99999,GRAND ISLE (SAWRS),US,LA,S,KAXO,29.25,-89.967,2.0,19870117,20041230
722310,12916,LOUIS ARMSTRONG NEW ORLEANS I,US,LA,S,KMSY,29.998,-90.278,-1.0,19451001,20220428
722312,3908,HAMMOND MUNICIPAL AIRPORT,US,LA,S,KHDC,30.521,-90.418,13.4,20060101,20220428
722312,99999,HAMMOND,US,LA,S,KHDC,30.517,-90.417,14.0,20020423,20051231
722314,3934,NEW IBERIA/ACADIANA,US,LA,S,KARA,30.033,-91.883,7.0,19810724,19991231
722314,53915,ACADIANA REGIONAL AIRPORT,US,LA,S,KARA,30.029,-91.885,4.8,20060101,20220428
722314,99999,NEW IBERIA/ACADIANA,US,LA,S,KARA,30.033,-91.883,7.0,20000101,20051231
722315,53917,LAKEFRONT AIRPORT,US,LA,S,KNEW,30.049,-90.029,0.9,19420901,20220428
722315,99999,LAKEFRONT,US,LA,S,KNEW,30.033,-90.017,2.0,20000101,20031231
722316,12958,NEW ORLEANS NAS,US,LA,S,KNBG,29.817,-90.017,0.6,19730101,20220428
722317,13970,BATON ROUGE METRO R,US,LA,S,KBTR,30.537,-91.147,23.2,19420101,20101115
722319,53943,NATCHITOCHES REGIONAL ARPT,US,LA,S,KIER,31.736,-93.099,36.9,20060101,20220428
722319,99999,NATCHITOCHES RGNL,US,LA,S,KIER,31.733,-93.1,37.0,20020423,20051231
722320,12884,BATON ROUGE METRO R,US,LA,S,KBVE,29.333,-89.408,0.3,19730101,20101115
722320,13970,BATON ROUGE METRO RYAN FIELD,US,LA,S,KBTR,30.538,-91.147,20.4,20101115,20220428
722322,361,GLASGOW MUNICIPAL AIRPORT,US,KY,S,KGLW,37.033,-85.95,218.2,20050101,20220428
722322,99999,GLASGOW MUNI,US,KY,S,KGLW,37.032,-85.954,217.9,20041123,20081231
722323,362,GATESVILLE MUNICIPAL AIRPORT,US,TX,S,KGOP,31.417,-97.8,276.2,20050101,20220428
722323,99999,CITY COUNTY,US,TX,S,KGOP,31.421,-97.797,275.8,20041123,20081231
722324,3071,MIDLAND AIRPARK,US,TX,S,KMDD,32.036,-102.101,854.4,20060101,20220428
722324,99999,MIDLAND AIRPARK,US,TX,S,KMDD,32.037,-102.101,854.0,20041123,20051231
722326,99999,GRAND ISLE COAST GUARD STATIO,US,LA,S,,29.27,-89.95,2.0,19750916,19820903
722327,99999,LEEVILLE,US,LA,S,,29.22,-90.23,2.0,19780331,19850727
722328,99999,AMELIA / LAKE PALOURD,US,LA,S,K7R3,29.7,-91.1,2.0,19780403,20161103
722329,12936,HARRY P WILLIAMS MEMO ARPT,US,LA,S,KPTN,29.717,-91.333,2.7,20060101,20220428
722329,99999,HARRY P WILLIAMS MEM,US,LA,S,KPTN,29.717,-91.333,3.0,19840910,20051231
722330,53865,SLIDELL AIRPORT,US,LA,S,KASD,30.344,-89.822,7.5,20050101,20220428
722330,99999,SLIDELL/MUN. LA,US,LA,S,KASD,30.333,-89.817,11.0,20010213,20020817
722331,54941,IOWA FALLS MUNICIPAL AIRPORT,US,IA,MW,KIFA,42.471,-93.207,346.6,20071016,20220428
722331,99999,IOWA FALLS MUNI,US,IA,MW,KIFA,42.467,-93.267,347.0,20080101,20081231
722332,54953,TOMAHAWK REGIONAL AIRPORT,US,WI,MW,KTKV,45.469,-89.806,452.9,20060101,20220428
722332,99999,TOMAHAWK RGNL,US,WI,MW,KTKV,45.469,-89.806,453.0,20041109,20051231
722333,3069,SAGUACHE MUNICIPAL AIRPORT,US,CO,W,K04V,38.097,-106.169,2385.4,20060101,20220428
722333,99999,SAGUACHE MUNCICIPAL,US,CO,W,K04V,38.1,-106.167,2385.0,20041005,20051231
722334,3976,BEAUREGARD REGIONAL AIRPORT,US,LA,S,KDRI,30.833,-93.333,62.2,20060101,20220428
722334,99999,DE RIDDER,US,LA,S,KDRI,30.833,-93.333,62.0,20041228,20051231
722335,99999,WEST CAMERON,US,LA,S,,28.33,-93.02,24.0,19761102,19830609
722336,99999,BOOTHVILLE,US,LA,S,KBVE,29.33,-89.4,1.0,19770312,20191202
722337,99999,EAST ADDITION B323,US,TX,S,,28.22,-93.75,26.0,19800612,19931012
722338,12994,JIM HOGG COUNTY AIRPORT,US,TX,S,KHBV,27.349,-98.737,202.1,20060101,20220428
722338,99999,JIM HOGG CO,US,TX,S,KHBV,27.35,-98.733,202.0,20040824,20051231
722339,99999,PHI OIL PLATFORM,US,LA,S,K4C0,29.783,-93.183,1.0,20041005,20110829
722340,13865,KEY FIELD AIRPORT,US,MS,S,KMEI,32.335,-88.751,88.1,19420301,20220427
722341,92822,ORMOND BEACH MUNICIPAL AIRPOR,US,FL,S,KOMN,29.296,-81.113,8.8,20060101,20220428
722341,99999,ORMOND BEACH MUNI,US,FL,S,KOMN,29.3,-81.117,9.0,20041005,20051231
722342,54931,TRACY MUNICIPAL AIRPORT,US,MN,MW,KTKC,44.249,-95.607,408.4,20060101,20220427
722342,99999,TRACY MUNI,US,MN,MW,KTKC,44.25,-95.6,408.0,20041109,20051231
722343,54826,SOUTH HAVEN AREA REGIONAL AIR,US,MI,MW,KLWA,42.351,-86.256,203.0,20060101,20220428
722343,99999,SOUTH HAVEN AREA RGN,US,MI,MW,KLWA,42.351,-86.256,203.0,20041124,20051231
722344,99999,LOUISVILLE WINSTON CO,US,MS,S,KLMS,33.146,-89.062,175.3,19810220,19821217
722345,3866,MERIDIAN NAS/MC CAIN FD AP,US,MS,S,KNMM,32.55,-88.567,82.6,19730101,20220428
722346,54824,OWOSSO COMMUNITY AIRPORT,US,MI,MW,KRNP,42.993,-84.139,224.3,20050101,20220428
722346,99999,OWOSSO COMMUNITY,US,MI,MW,KRNP,42.983,-84.133,224.0,19430324,20041231
722347,13833,HAGLER AAF,US,MS,S,KHBG,31.282,-89.253,46.0,20050101,20100731
722347,99999,HATTIESBURG MUNI,US,MS,S,,31.267,-89.25,46.0,19420820,20041231
722348,53808,HATTIESBURG-LAUREL RGNL AP,US,MS,S,KPIB,31.467,-89.333,89.3,20060101,20220427
722348,99999,HATTIESBURG LAUREL,US,MS,S,KPIB,31.467,-89.333,91.0,19781220,20051231
722349,99999,PICAYUNE MUNI,US,MS,S,KMJD,30.487,-89.651,17.1,20200624,20211206
722350,3940,JACKSON INTERNATIONAL AIRPORT,US,MS,S,KJAN,32.32,-90.078,90.2,19420901,20220428
722351,12953,WHARTON REGIONAL AIRPORT,US,TX,S,KARM,29.266,-96.008,30.5,20060101,20220428
722351,99999,WHARTON RGNL,US,TX,S,KARM,29.254,-96.154,31.0,20041130,20051231
722354,13927,HAWKINS FIELD AIRPORT,US,MS,S,KHKS,32.338,-90.221,101.7,20050101,20220428
722354,99999,HAWKINS FLD,US,MS,S,KHKS,32.333,-90.217,104.0,20010705,20041231
722355,93999,VICKSBURG MUNICIPAL AIRPORT,US,MS,S,KVKS,32.233,-90.933,31.4,20130319,20220428
722356,13939,MID DELTA RGNL,US,MS,S,KGLH,33.483,-90.985,39.3,19420120,20100731
722356,99999,GREENVILLE MUNI,US,MS,S,,33.483,-90.983,40.0,20000101,20031231
722357,3961,HRDY-ANRES FD NTCHZ-ADAMS COU,US,MS,S,KHEZ,31.617,-91.283,82.9,20060101,20220427
722357,99999,NATCHEZ/HARDY(AWOS),US,MS,S,KHEZ,31.617,-91.3,83.0,19730102,20051231
722358,93919,MCOM/PIKE CO/J E LWS FD AP,US,MS,S,KMCB,31.182,-90.472,123.6,19730101,20220428
722359,13978,GREENWOOD LEFLORE,US,MS,S,KGWO,33.496,-90.087,40.5,19430205,20100731
722361,92808,NEW SMYRNA BEACH MUNICIPAL AI,US,FL,S,KEVB,29.054,-80.948,3.1,20060101,20220428
722361,99999,NEW SMYRNA BEACH MUN,US,FL,S,KEVB,29.056,-80.948,3.0,20041130,20051231
722362,93937,SULPHUR SPRINGS MUNICIPAL AIR,US,TX,S,KSLR,33.167,-95.617,149.1,20060101,20220428
722362,99999,SULPHER SPRINGS MUNI,US,TX,S,KSLR,33.167,-95.617,149.0,20050104,20051231
722363,23098,EDWARDS COUNTY AIRPORT,US,TX,S,KECU,29.947,-100.173,723.0,20060101,20220302
722363,99999,EDWARDS CO,US,TX,S,KECU,29.947,-100.174,723.0,20050104,20051231
722364,23903,TUNICA MUNICIPAL AIRPORT,US,MS,S,KUTA,34.681,-90.347,59.1,20050104,20220428
722365,99999,MAIN PASS B68,US,LA,S,,29.67,-88.88,1.0,19761102,19830609
722366,53865,SLIDELL LA WSO/WSR,US,LA,S,KASD,30.343,-89.822,8.2,20080101,20091231
722366,99999,SLIDELL WSFO,US,LA,S,,30.34,-89.83,37.3,19990114,20041231
722367,363,SKYHAVEN AIRPORT,US,MO,MW,KRCM,38.783,-93.8,243.2,20071016,20220428
722367,99999,WARRENSBURG,US,MO,MW,KRCM,38.783,-93.8,243.0,20080101,20081231
722368,364,THOMAS P STAFFORD AIRPORT,US,OK,S,KOJA,35.55,-98.667,489.2,20071114,20220429
722368,99999,THOMAS P STAFFORD,US,OK,S,KOJA,35.55,-98.667,489.2,20080318,20081231
722369,365,T P MC CAMPBELL AIRPORT,US,TX,S,KTFP,27.917,-97.2,5.2,20071016,20220428
722369,99999,INGLESIDE,US,TX,S,KTFP,27.917,-97.2,5.0,20080101,20081231
722375,99999,VERMILION B131,US,LA,S,,29.07,-92.18,1.0,19761206,19830609
722383,99999,WEST CAMERON B56,US,LA,S,37C,0.0,0.0,-999.0,19890227,19940912
722384,99999,HIGH ISLAND A572C,US,LA,S,,27.95,-93.98,30.0,19890228,19930422
722385,99999,VERMILION B215,US,LA,S,,28.7,-92.32,1.0,19761102,19800930
722386,99999,SHIP SHOAL B113,US,LA,S,,0.0,0.0,-999.0,19880105,19910114
722387,99999,SOUTH MARSH B161,US,LA,S,,0.0,0.0,-999.0,19880303,19880502
722388,99999,GREEN CANYON B18,US,LA,S,,0.0,0.0,-999.0,19880421,19910125
722390,3931,POLK ARMY AIRFIELD,US,LA,S,KPOE,31.05,-93.183,100.6,19620903,20220428
722390,99999,FORT POLK (ARMY),US,LA,S,KPOE,31.033,-93.033,110.0,20000101,20041231
722393,99999,HIGH ISLAND A489B,US,LA,S,,28.2,-94.2,0.0,19880105,19930330
722394,99999,SHIP SHOAL B224A,US,LA,S,,28.5,-91.3,32.0,19870713,20050217
722395,99999,GRAND ISLE B95,US,LA,S,,28.5,-90.12,1.0,19761102,19830609
722396,99999,EUGENE ISLAND,US,LA,S,,28.25,-91.833,1.0,19770827,19830609
722397,99999,SHIP SHOAL PLATFORM,US,LA,S,,28.68,-91.22,18.0,19780401,19851230
722398,99999,SOUTH MARSH ISLAND,US,LA,S,,28.3,-91.98,1.0,19840607,20030304
722400,3937,LAKE CHARLES REGIONAL AIRPORT,US,LA,S,KLCH,30.126,-93.228,2.0,19420502,20220428
722403,12968,SALT POINT,US,LA,S,KP92,29.559,-91.525,1.0,20060413,20220428
722403,99999,SALT POINT,US,LA,S,KP92,29.56,-91.533,0.0,19850208,20050923
722404,13941,CHENNAULT INTERNATIONAL AP,US,LA,S,KCWF,30.21,-93.143,5.2,19880105,20220428
722404,99999,CHENAULT AIRPARK,US,LA,S,KCWF,30.217,-93.15,5.0,20000101,20031231
722405,13976,LAFAYETTE REGIONAL AIRPORT,US,LA,S,KLFT,30.199,-91.99,10.8,19451001,20220428
722406,12927,HOUMA-TERREBONNE AIRPORT,US,LA,S,KHUM,29.566,-90.66,2.7,20050101,20220428
722406,99999,HOUMA-TERREBONNE,US,LA,S,KHUM,29.567,-90.66,3.0,19551027,20041231
722407,99999,CALCASIEU COAST GUARD STATION,US,LA,S,,29.78,-93.35,1.0,19750916,19820912
722408,99999,INTRACOASTAL CITY,US,LA,S,K7R4,29.767,-92.117,5.0,19760101,20150426
722409,99999,TENNECO PLATFORM,US,LA,S,,28.0,-93.0,15.0,19760901,19871012
722410,12917,SOUTHEAST TEXAS REGIONAL AIRP,US,TX,S,KBPT,29.952,-94.026,3.8,19730101,20220428
722414,99999,SABINE PASS,US,TX,S,,29.7,-93.95,5.0,19810904,19840113
722415,99999,SABINE PASS COAST GUARD STATI,US,TX,S,,29.73,-93.87,1.0,19750916,19860720
722416,12971,NEW BRAUNFELS MUNICIPAL AP,US,TX,S,KBAZ,29.709,-98.046,197.6,19990317,20220428
722417,99999,WILMETTE (CGS),US,IL,MW,,42.067,-87.683,183.0,19870501,19910207
722418,99999,CALUMET (CGS),US,IL,MW,63G,41.717,-87.533,180.0,19870501,19900810
722420,12923,SCHOLES INTL AT GLSTON APT,US,TX,S,KGLS,29.27,-94.864,1.5,19930101,20220428
722420,99999,GALVESTON,US,TX,S,KGLS,29.3,-94.8,16.0,19730101,20031231
722422,12923,SCHOLES INTL AT GLSTON APT,US,TX,S,KGLS,29.273,-94.859,2.7,19730101,19900109
722423,12923,GALVESTON SCHOLES FIELD,US,TX,S,KGLS,29.273,-94.859,2.7,19431101,19631001
722423,99999,GALVESTON,US,TX,S,,29.267,-94.867,2.0,19900111,19910204
722425,99999,GALVESTON COAST GUARD STATION,US,TX,S,,29.33,-94.77,1.0,19770712,19790704
722426,99999,FREEPORT (SAWRS),US,TX,S,,28.983,-95.317,2.0,19880105,19900701
722427,12975,CLOVER FIELD AIRPORT,US,TX,S,KLVJ,29.519,-95.242,11.9,20060101,20220428
722427,99999,PEARLAND RGNL,US,TX,S,KLVJ,29.517,-95.25,13.0,20010706,20051231
722429,53910,HOOKS MEMORIAL AIRPT,US,TX,S,KDWH,30.068,-95.556,46.8,20060101,20220428
722429,99999,HOUSTON/D.W. HOOKS,US,TX,S,KDWH,30.067,-95.55,46.0,19860916,20051231
722430,12960,G BUSH INTERCONTINENTAL AP/HO,US,TX,S,KIAH,29.984,-95.361,27.5,19730101,20220428
722433,99999,WEST HOUSTON,US,TX,S,KIWS,29.818,-95.673,33.8,19850130,19851129
722435,12918,WILLIAM P HOBBY,US,TX,S,KHOU,29.638,-95.282,14.3,19730101,20100731
722435,99999,WILLIAM P HOBBY,US,TX,S,,29.633,-95.267,14.0,19460728,19700101
722436,12906,ELLINGTON FIELD AIRPORT,US,TX,S,KEFD,29.617,-95.167,9.8,19410701,20220428
722436,99999,HOUSTON/ELLINGTON,US,TX,S,KEFD,29.6,-95.167,10.0,20000101,20041231
722437,99999,FREEPORT COAST GUARD STATION,US,TX,S,,28.95,-95.3,2.0,19750916,19860616
722439,99999,SOUTH BRAZOS A70,US,TX,S,,28.02,-95.87,23.0,19840101,19920805
722440,12918,WILLIAM P. HOBBY AIRPORT,US,TX,S,KHOU,29.646,-95.282,13.2,20050101,20220428
722444,53902,MONTGOMERY COUNTY AIRPORT,US,TX,S,KCXO,30.361,-95.418,69.4,20060101,20220428
722444,99999,MONTGOMERY CO,US,TX,S,KCXO,30.35,-95.417,75.0,19990114,20051231
722445,3904,EASTERWOOD FLD,US,TX,S,KCLL,30.589,-96.365,100.0,19730101,20100801
722446,93987,ANGELINA COUNTY AIRPORT,US,TX,S,KLFK,31.236,-94.755,87.1,19730101,20220428
722447,3901,LONGVIEW,US,TX,S,KGGG,32.385,-94.712,113.7,19730101,19910131
722447,53903,HUNTSVILLE MUNICIPAL ARPT,US,TX,S,KUTS,30.744,-95.587,105.4,20060101,20220428
722447,99999,HUNTSVILLE,US,TX,S,KUTS,30.733,-95.583,111.0,19990114,20051231
722448,13972,TYLER POUNDS REGIONAL ARPT,US,TX,S,KTYR,32.359,-95.404,159.5,19730101,20220428
722448,99999,TYLER POUNDS RGNL,US,TX,S,KTYR,32.35,-95.4,166.0,19460726,19991231
722453,99999,SABINE PASS,US,TX,S,,29.7,-93.95,3.0,19860916,20101209
722469,53912,CAMPBELL FLD-CORSICANA MU,US,TX,S,KCRS,32.032,-96.399,135.0,20060101,20220428
722469,99999,C DAVID CAMPBELL FLD,US,TX,S,KCRS,32.033,-96.4,137.0,19990114,20051231
722470,3901,EAST TEXAS REGIONAL ARPT,US,TX,S,KGGG,32.391,-94.714,107.3,19910204,20220428
722470,99999,LONGVIEW,US,TX,S,KGGG,32.35,-94.65,124.0,19771017,19771017
722479,53907,ARLINGTON MUNICIPAL AIRPORT,US,TX,S,KGKY,32.658,-97.095,179.7,20060101,20220428
722479,99999,ARLINGTON MUNI,US,TX,S,KGKY,32.667,-97.1,191.0,19990317,20051231
722480,13957,SHREVEPORT REGIONAL AIRPORT,US,LA,S,KSHV,32.447,-93.824,69.6,19730101,20220428
722484,53905,SHREVEPORT DOWNTOWN ARPT,US,LA,S,KDTN,32.54,-93.746,52.3,20000101,20220428
722484,99999,SHREVEPORT DOWNTOWN,US,LA,S,KDTN,32.54,-93.745,55.0,19810904,19991231
722485,13944,BARKSDALE AIR FORCE BASE,US,LA,S,KBAD,32.5,-93.667,50.6,19370301,20220428
722485,99999,BARKSDALE AFB,US,LA,S,KBAD,32.5,-93.65,51.0,20000102,20041231
722486,13942,MONROE REGIONAL AIRPORT,US,LA,S,KMLU,32.516,-92.03,22.1,19421001,20220428
722487,13935,ESLER REGIONAL AIRPORT,US,LA,S,KESF,31.396,-92.283,26.9,19410701,20220428
722488,3996,VICKSBURG/TALLULAH RGNL AP,US,LA,S,KTVR,32.348,-91.03,25.2,20050101,20220428
722488,99999,VICKSBURG\TALLULAH,US,LA,S,KTVR,32.35,-91.033,26.0,19970718,20041231
