USAF,WBAN,STATION NAME,CTRY,ST,RGN,CALL,LAT,LON,ELEV(M),BEGIN,END
725780,24156,POCATELLO REGIONAL AIRPORT,US,ID,W,KPIH,42.92,-112.572,1356.6,19430101,20220428
725784,4109,ELK CITY,US,ID,W,KP69,46.144,-115.596,451.1,20060101,20220428
725784,99999,LOWELL,US,ID,W,KP69,46.133,-115.6,480.0,19830802,20051231
725785,24145,IDAHO FALLS REGIONAL ARPT,US,ID,W,KIDA,43.52,-112.068,1442.7,19730101,20220428
725786,24151,MALAD CITY AIRPORT,US,ID,W,KMLD,42.189,-112.249,1384.7,19730101,20220426
725786,99999,MALAD CITY,US,ID,W,KMLD,42.167,-112.297,1373.0,20000101,20041231
725787,24158,STREVELL,US,ID,W,K4SV,42.017,-113.25,1612.0,19730101,19840913
725788,94182,MC CALL,US,ID,W,KMYL,44.889,-116.102,1530.1,20080101,20091231
725788,99999,MC CALL,US,ID,W,,44.883,-116.1,1531.0,19831103,19951108
725805,24172,DERBY FIELD AIRPORT,US,NV,W,KLOL,40.068,-118.57,1189.5,19770101,20220428
725810,24193,WENDOVER AIRPORT,US,UT,W,KENV,40.721,-114.036,1291.4,19420801,20220428
725810,99999,WENDOVER/AF. AUX. F,US,UT,W,KENV,40.733,-114.033,1292.0,20000101,20031231
725814,99999,DUGWAY PRVG GROUND,US,UT,W,,40.2,-112.933,1326.0,19770804,19891127
725816,99999,DUGWAY PG UTAH/MICHALES AAF,US,UT,W,DPG,40.183,-112.933,1326.0,19430614,19760630
725820,99999,ELKO,US,NV,W,,40.85,-115.733,1594.5,19730101,20000213
725824,3170,EUREKA (RAMOS),US,NV,W,KP68,39.601,-116.006,1809.3,20060101,20100731
725824,99999,EUREKA (RAMOS),US,NV,W,,39.517,-115.967,1993.0,19790510,20041231
725825,24121,ELKO REGIONAL AIRPORT,US,NV,W,KEKO,40.824,-115.786,1540.5,19770101,20220428
725826,99999,AUSTIN,US,NV,W,,39.5,-117.08,2014.0,19730101,20030501
725827,94190,WILD HORSE RESERVOIR,US,NV,W,KAWH,41.636,-115.802,1901.7,20060102,20070701
725827,99999,WILDHORSE RES/ELKO,US,NV,W,KAWH,41.667,-115.783,1902.0,19870629,20051227
725830,24128,WINNEMUCCA MUNICIPAL AIRPORT,US,NV,W,KWMC,40.902,-117.808,1310.6,19730101,20220428
725835,24119,BATTLE MOUNTAIN AIRPORT,US,NV,W,KBAM,40.612,-116.892,1373.1,19730101,20220428
725835,99999,BATTLE MOUNTAIN,US,NV,W,KBAM,40.6,-116.867,1381.0,20000101,20041231
725837,99999,SUSANVILLE MUNI,US,CA,W,KSVE,40.376,-120.573,1264.6,19770301,20220427
725841,99999,SUSANVILLE MUNI,US,CA,W,SVE,40.383,-120.567,1264.0,19760305,19770227
725845,23225,BLUE CANYON - NYACK ARPT,US,CA,W,KBLU,39.276,-120.709,1611.2,19730101,20220428
725846,93201,TRUCKEE-TAHOE AIRPORT,US,CA,W,KTRK,39.32,-120.139,1798.3,20060101,20220428
725846,99999,TRUCKEE-TAHOE,US,CA,W,KTRK,39.32,-120.133,1798.0,19730101,20051231
725847,93230,LAKE TAHOE AIRPORT,US,CA,W,KTVL,38.898,-119.996,1907.0,20000101,20220428
725847,99999,LAKE TAHOE,US,CA,W,KTVL,38.883,-120.0,1909.0,19730101,19991231
725848,99999,SHELTER COVE,US,CA,W,,40.02,-124.07,21.0,19730101,20070628
725850,93228,HAYWARD EXECUTIVE AIRPORT,US,CA,W,KHWD,37.654,-122.115,13.1,20100801,20220428
725860,99999,GOODING MUNICIPAL,US,ID,W,,42.917,-114.767,1137.0,19730101,20051215
725861,24142,GOODING MUNICIPAL ARPT,US,ID,W,GNG,42.917,-114.767,1127.2,19760305,19820531
725864,94182,MCCALL MUNICIPAL AIRPORT,US,ID,W,KMYL,44.894,-116.1,1531.1,20050101,20220428
725865,94161,FRIEDMAN MEMORIAL AIRPORT,US,ID,W,KSUN,43.5,-114.3,1617.3,20060101,20220428
725865,99999,FRIEDMAN MEM,US,ID,W,KSUN,43.5,-114.3,1622.0,19730101,20051231
725866,94178,JSIN FLD-MAGIC VLY RGN APT,US,ID,W,KTWF,42.478,-114.477,1269.8,20060101,20220428
725866,99999,JOSLIN FLD MAGIC VA,US,ID,W,KTWF,42.483,-114.483,1265.0,19730101,20051231
725867,24133,BURLEY MUNICIPAL AIRPORT,US,ID,W,KBYI,42.545,-113.769,1262.9,19730101,20220428
725868,94184,ALLEN H TIGERT AIRPORT,US,ID,W,KU78,42.65,-111.583,1779.7,20060101,20120928
725868,99999,ALLEN H TIGERT,US,ID,W,KU78,42.633,-111.583,1780.0,19840111,20051231
725869,94186,MALTA,US,ID,W,K77M,42.302,-113.335,1375.0,19850208,20100731
725869,99999,MALTA,US,ID,W,K77M,42.32,-113.33,1375.0,20000101,20041231
725875,99999,OWYHEE,US,NV,W,KOWY,41.953,-116.188,1638.0,19770301,19850619
725891,99999,LAKEVIEW,US,OR,W,,42.183,-120.35,1455.0,19760305,19770227
725895,94236,KLAMATH FALLS AIRPORT,US,OR,W,KLMT,42.147,-121.726,1244.5,19590901,20220428
725895,99999,KLAMATH FALLS,US,OR,W,KLMT,42.15,-121.733,1248.0,20000101,20031231
725896,99999,LAKEVIEW,US,OR,W,,42.22,-120.35,1455.0,19770301,19971001
725900,99999,FORT BRAGG,US,CA,W,,39.4,-123.82,19.0,19430607,20031207
725905,23275,UKIAH MUNICIPAL AIRPORT,US,CA,W,KUKI,39.128,-123.2,183.7,19730101,20220428
725905,99999,UKIAH MUNI,US,CA,W,KUKI,39.117,-123.2,187.0,20000101,20031231
725910,24216,RED BLUFF MUNICIPAL ARPT,US,CA,W,KRBL,40.152,-122.255,108.1,19730101,20220428
725915,24257,REDDING MUNICIPAL ARPT,US,CA,W,KRDD,40.518,-122.299,153.0,19440901,19910331
725920,24257,REDDING MUNICIPAL AIRPORT,US,CA,W,KRDD,40.515,-122.298,152.6,19910331,20220428
725930,23233,SALINAS MUNICIPAL AIRPORT,US,CA,W,KSNS,36.664,-121.609,22.3,20050101,20220428
725939,99999,COUNCIL BLUFFS,US,IA,MW,,41.267,-95.767,382.0,19950423,19950531
725940,24213,WOODLEY ISLAND (NEW 10/94),US,CA,W,KEKA,40.81,-124.16,6.1,20060101,20220427
725940,99999,EUREKA,US,CA,W,KEKA,40.8,-124.167,18.0,19480101,20051231
725945,24283,ARCATA AIRPORT,US,CA,W,KACV,40.978,-124.105,64.5,19730101,20220428
725946,24286,JACK MCNAMARA FIELD ARPT,US,CA,W,KCEC,41.784,-124.238,17.0,19730101,20220428
725946,99999,JACK MC NAMARA FLD,US,CA,W,KCEC,41.767,-124.233,17.0,20000101,20031231
725947,99999,SAMOA / HUMBOLDT BAY,US,CA,W,,40.77,-124.23,2.0,19750916,19960619
725949,99999,ST GEORGE REEF COAST GUARD LI,US,CA,W,,41.83,-124.4,45.0,19791223,19791223
725950,99999,ALTURAS,US,CA,W,,41.5,-120.533,1341.0,19730101,19760305
725955,24259,SISKIYOU COUNTY AIRPORT,US,CA,W,KSIY,41.774,-122.468,806.1,19500101,20220428
725955,99999,SISKIYOU CO,US,CA,W,KSIY,41.783,-122.467,807.0,20000101,20031231
725956,24212,BURNEY,US,CA,W,KBNY,40.883,-121.667,957.0,19730101,19860817
725956,99999,BURNEY,US,CA,W,,40.883,-121.667,957.0,20041109,20041109
725957,24215,MOUNT SHASTA,US,CA,W,KMHS,41.315,-122.317,1083.0,19770101,20220428
725957,99999,MOUNT SHASTA,US,CA,W,KMHS,41.317,-122.317,1077.0,20000101,20031231
725958,94299,ALTURAS MUNICIPAL AIRPORT,US,CA,W,KAAT,41.484,-120.562,1335.9,20060101,20220428
725958,99999,ALTURAS MUNI,US,CA,W,KAAT,41.483,-120.567,1333.0,19831104,20051231
725959,99999,MONTAGUE,US,CA,W,K1O5,41.733,-122.55,770.0,19480101,19960312
725970,24225,ROGUE VALLEY INTL-MEDFORD AIR,US,OR,W,KMFR,42.375,-122.877,400.3,19730101,20220428
725975,24235,SEXTON SUMMIT,US,OR,W,KSXT,42.6,-123.367,1170.7,19730101,20220428
725976,94285,LAKE COUNTY AIRPORT,US,OR,W,KLKV,42.167,-120.4,1441.1,20060101,20220428
725976,99999,LAKE CO,US,OR,W,KLKV,42.167,-120.4,1443.0,19910829,20051231
725985,24267,BROOKINGS,US,OR,W,KBOK,42.074,-124.29,139.9,19770225,20220428
725985,99999,BROOKINGS,US,OR,W,,42.05,-124.28,24.0,20000101,20020417
725995,99999,CAPE BLANCO COAST GUARD STATI,US,OR,W,,42.83,-124.57,57.0,19750911,19811004
726035,99999,MOUNT DESSERT (CGS),US,ME,NE,,43.967,-68.133,1.0,19750911,19800911
726036,99999,ROCKLAND LS (CGS),US,ME,NE,,43.833,-68.833,1.0,19750911,19900530
726050,14745,CONCORD MUNICIPAL AIRPORT,US,NH,NE,KCON,43.205,-71.503,103.2,19730101,20220428
726055,4743,PEASE INTERNATIONAL TRADEPORT,US,NH,NE,KPSM,43.083,-70.817,30.5,20060101,20220428
726055,99999,PEASE INTL TRADEPOR,US,NH,NE,KPSM,43.083,-70.817,31.0,19560409,20051231
726056,54791,SKYHAVEN AIRPORT,US,NH,NE,KDAW,43.279,-70.924,100.2,20060101,20220428
726056,99999,SKYHAVEN,US,NH,NE,KDAW,43.284,-70.929,98.0,20010811,20051231
726059,99999,PORTSMOUTH HARBOR,US,NH,NE,,43.07,-70.72,1.0,19750911,19940630
726060,14764,PORTLAND INTERNATIONAL JETPOR,US,ME,NE,KPWM,43.642,-70.304,13.5,19730101,20220428
726064,64709,SANFORD REGIONAL AIRPORT,US,ME,NE,KSFM,43.394,-70.708,74.4,20060101,20220429
726064,99999,SANFORD RGNL,US,ME,NE,KSFM,43.4,-70.7,74.0,19450301,20051231
726067,99999,SCITUATE COAST GUARD STATION,US,MA,NE,,42.2,-70.72,1.0,19750911,19960401
726068,99999,RACE POINT COAST GUARD STATIO,US,MA,NE,,42.05,-70.18,1.0,19750911,19960701
726069,99999,SANDWICH COAST GUARD STATION,US,MA,NE,,41.78,-70.5,1.0,19750911,19960701
726070,14606,BANGOR INTERNATIONAL ARPT,US,ME,NE,KBGR,44.798,-68.819,44.9,20100801,20220429
726070,99999,BANGOR INTL,US,ME,NE,KBGR,44.8,-68.817,60.0,19730101,20100731
726071,14606,BANGOR AIRPORT,US,ME,NE,KBGR,44.798,-68.819,58.5,19411201,19900228
726073,14615,WATERVILLE ROBERT LAFLEUR ARP,US,ME,NE,KWVL,44.533,-69.667,94.5,20060101,20220429
726073,99999,WATERVILLE R LAFLEUR,US,ME,NE,KWVL,44.533,-69.683,101.0,19880105,20051231
726074,99999,GREENVILLE (AMOS),US,ME,NE,,45.45,-69.55,427.0,19810310,19910304
726077,14616,HANCOCK CO-BAR HARBOR ARPT,US,ME,NE,KBHB,44.45,-68.367,26.8,20060101,20220429
726077,99999,HANCOCK CO BAR HARBO,US,ME,NE,KBHB,44.45,-68.367,25.0,19421102,20051231
726078,99999,EGG ROCK LIGHT STATION,US,ME,NE,,44.35,-68.13,12.0,19750911,19761023
726079,94601,KNOX COUNTY REGIONAL ARPT,US,ME,NE,KRKD,44.067,-69.1,14.3,20060101,20220429
726079,99999,KNOX CO RGNL,US,ME,NE,KRKD,44.067,-69.1,17.0,19770427,20051231
726080,14608,EASTPORT,US,ME,NE,KEPM,44.917,-67.0,23.0,19730101,20050604
726080,99999,EASTPORT MUNI,US,ME,NE,KEPM,44.91,-67.013,13.7,20010106,20041015
726083,4836,NRN AROOSTOOK REGIONAL APT,US,ME,NE,KFVE,47.285,-68.307,300.2,20060101,20220429
726083,99999,NORTHERN AROOSTOOK,US,ME,NE,KFVE,47.285,-68.313,301.0,19880105,20051231
726086,99999,LIBBY ISLAND (CGS),US,ME,NE,,44.567,-67.367,1.0,19760630,19830224
726088,14606,BANGOR INTL,US,ME,NE,KBGR,44.798,-68.819,58.5,19900301,20100731
726111,94765,LEBANON MUNICIPAL AP,US,NH,NE,KLEB,43.626,-72.305,173.7,19760305,19770227
726114,54771,MORRISVILLE-STOWE ST ARPT,US,VT,NE,KMVL,44.533,-72.615,224.4,20060101,20220428
726114,99999,MORRISVILLE STOWE ST,US,VT,NE,KMVL,44.533,-72.617,223.0,19970123,20051231
726115,54740,HARTNESS ST (SPNGFLD) ARPT,US,VT,NE,KVSF,43.342,-72.521,173.2,20060101,20220428
726115,99999,HARTNESS STATE,US,VT,NE,KVSF,43.35,-72.517,176.0,19730924,20051231
726116,94765,LEBANON MUNICIPAL AIRPORT,US,NH,NE,KLEB,43.627,-72.305,168.9,19930101,20220428
726116,99999,LEBANON MUNI,US,NH,NE,KLEB,43.617,-72.3,184.0,19770301,20031231
726120,99999,NEWPORT,US,VT,NE,,44.93,-72.2,233.0,19730101,20010621
726130,14755,MT. WASHINGTON OBSERVATORY,US,NH,NE,KMWN,44.27,-71.303,1911.7,20060101,20220427
726130,99999,MOUNT WASHINGTON,US,NH,NE,KMWN,44.267,-71.3,1910.0,19730101,20051231
726134,54728,WHITEFIELD (ASOS),US,NH,NE,KHIE,44.368,-71.545,327.4,20080101,20091231
726134,99999,WHITEFIELD (ASOS),US,NH,NE,KHIE,44.35,-71.55,319.0,19960628,19960628
726140,54742,ST. JOHNSBURY(AMOS),US,VT,NE,K1V4,44.42,-72.019,212.4,19730101,20220428
726145,94705,EDWARD F KNAPP STATE ARPT,US,VT,NE,KMPV,44.205,-72.565,336.7,19730101,20220428
726150,99999,WOLFEBORO/LAKES RGN,US,NH,NE,,43.583,-71.267,177.0,19730101,19780926
726155,54736,LACONIA MUNICIPAL AIRPORT,US,NH,NE,KLCI,43.567,-71.433,166.1,20060101,20220428
726155,99999,LACONIA MUNI,US,NH,NE,KLCI,43.567,-71.417,166.0,19730101,20051231
726156,99999,WOOD ISLAND LIGHT STATION,US,ME,NE,,43.45,-70.32,9.0,19781128,19861118
726157,99999,OWL'S HEAD LIGHT STATION,US,ME,NE,,44.08,-69.03,15.0,19781128,19890303
726160,94700,BERLIN MUNICIPAL AIRPORT,US,NH,NE,KBML,44.576,-71.178,342.3,20060101,20220428
726160,99999,BERLIN MUNICIPAL,US,NH,NE,KBML,44.583,-71.183,353.0,19730101,20051231
726163,54770,JAFFREY MINI-SLVR RNCH APT,US,NH,NE,KAFN,42.807,-72.001,308.4,20060101,20220428
726163,99999,JAFFREY ARPT SILVER,US,NH,NE,KAFN,42.8,-72.0,317.0,19970313,20051231
726164,54728,MT WASHINGTON RGNL AIRPORT,US,NH,NE,KHIE,44.366,-71.552,319.3,20050101,20220428
726164,99999,MT WASHINGTON RGNL,US,NH,NE,KHIE,44.368,-71.544,327.0,19990114,20081231
726165,94721,DILLANT-HOPKINS AIRPORT,US,NH,NE,KEEN,42.9,-72.267,146.6,20060101,20220428
726165,99999,DILLANT HOPKINS,US,NH,NE,KEEN,42.9,-72.267,149.0,19730104,20051231
726166,54781,W. H. MORSE STATE AIRPORT,US,VT,NE,KDDH,42.891,-73.247,251.8,20060101,20220428
726166,99999,WILLIAM H MORSE STATE,US,VT,NE,,42.891,-73.246,252.1,20010811,20051231
726170,14742,BURLINGTON INTERNATIONAL AIRP,US,VT,NE,KBTV,44.468,-73.15,101.1,19480101,20220429
726183,54772,EASTERN SLOPES RGNL ARPT,US,ME,NE,KIZG,43.99,-70.95,137.9,20060101,20220428
726183,99999,EASTERN SLOPES RGNL,US,ME,NE,KIZG,43.991,-70.948,138.0,19970123,20051231
726184,94709,AUBURN/LEWISTON MUNI ARPT,US,ME,NE,KLEW,44.05,-70.283,87.8,20060101,20220429
726184,99999,AUBURN LEWISTON MUNI,US,ME,NE,KLEW,44.05,-70.283,88.0,19880310,20051231
726185,14605,AUGUSTA STATE AIRPORT,US,ME,NE,KAUG,44.316,-69.797,106.4,19730101,20220429
726187,99999,ROCKLAND COAST GUARD STATION,US,ME,NE,,44.1,-69.1,1.0,19750911,19960701
726188,99999,BEAR ISLAND COAST GUARD STATI,US,ME,NE,,44.28,-68.27,12.0,19750916,19801006
726189,99999,SOUTHWEST HARBOR,US,ME,NE,,44.27,-68.32,5.0,19870320,19960701
726190,94626,MAINE FOREST SERVICE,US,ME,NE,KGNR,45.462,-69.596,311.0,20060101,20220428
726190,99999,GREENVILLE,US,ME,NE,KGNR,45.467,-69.583,316.0,19770827,20051231
726191,99999,GREENVILLE (AMOS) &,US,ME,NE,,45.467,-69.583,427.0,19730101,19770802
726196,14610,MILLINOCKET MUNICIPAL ARPT,US,ME,NE,KMLT,45.648,-68.692,122.2,19430301,20220429
726196,99999,MILLINOCKET MUNI,US,ME,NE,KMLT,45.65,-68.683,124.0,20000101,20031231
726221,94725,MASSENA AP,US,NY,NE,KMSS,44.936,-74.846,65.2,19730101,19900228
726223,94725,MASSENA INTL/RCHARDS FD AP,US,NY,NE,KMSS,44.933,-74.848,60.9,19900301,20220428
726225,4742,PLATTSBURGH INTL,US,NY,NE,KPBG,44.651,-73.468,71.0,19560115,19950927
726225,64776,PLATTSBURGH INTERNATIONAL AIR,US,NY,NE,KPBG,44.639,-73.463,50.4,20070618,20220428
726226,99999,LA CROSSE(WFO),US,WI,MW,KARX,43.817,-91.2,200.0,19420101,19800314
726227,94790,WATERTOWN INTL AIRPORT,US,NY,NE,KART,43.989,-76.026,94.7,19490501,20220428
726228,94740,ADIRONDACK REGIONAL ARPT,US,NY,NE,KSLK,44.393,-74.203,505.6,20060101,20220428
726228,99999,ADIRONDACK RGNL,US,NY,NE,KSLK,44.383,-74.2,507.0,19730101,20051231
726284,94836,SAWYER INTERNATIONAL APT,US,MI,MW,KSAW,46.35,-87.4,372.2,20060101,20220428
726284,99999,SAWYER INTL,US,MI,MW,KSAW,46.35,-87.383,372.0,20010811,20051231
726320,99999,WHITE LAKE,US,MI,MW,,42.683,-83.467,321.3,19770101,20020131
726340,99999,GAYLORD,US,MI,MW,KAPX,44.9,-84.717,448.4,19730101,20010502
726350,94860,GERALD R FORD INTERNATIONAL A,US,MI,MW,KGRR,42.882,-85.523,240.3,19730101,20220428
726355,94871,SW MICHIGAN REGIONAL ARPT,US,MI,MW,KBEH,42.129,-86.415,195.4,20060101,20220429
726355,99999,SOUTHWEST MICHIGAN,US,MI,MW,KBEH,42.133,-86.433,196.0,19730101,20051231
726356,99999,SAINT JOSEPH COAST GUARD STAT,US,MI,MW,,42.12,-86.48,176.0,19770126,19960701
726357,94815,KLMAZO/BTL CREEK INTL ARPT,US,MI,MW,KAZO,42.228,-85.546,263.3,20060101,20220428
726357,99999,KALAMAZOO BATTLE CR,US,MI,MW,KAZO,42.233,-85.55,266.0,19730101,20051231
726358,384,MICHIGAN CITY MUNICIPAL AIRPO,US,IN,MW,KMGC,41.703,-86.821,200.3,20120110,20220429
726358,99999,MICHIGAN CITY MUNICIPAL AIRPO,US,IN,MW,KMGC,41.703,-86.821,199.6,19770126,19960701
726360,14840,MUSKEGON COUNTY AIRPORT,US,MI,MW,KMKG,43.171,-86.237,190.3,19730101,20220428
726364,4883,MASON COUNTY AIRPORT,US,MI,MW,KLDM,43.963,-86.408,195.1,20050101,20220428
726364,99999,MASON CO,US,MI,MW,KLDM,43.967,-86.4,197.0,20010811,20041231
726365,99999,LUDINGTON COAST GUARD STATION,US,MI,MW,,43.95,-86.47,182.0,19770126,19960630
726366,99999,MUSKEGON COAST GUARD STATION,US,MI,MW,,43.23,-86.33,182.0,19770126,19890803
726367,99999,POINT BETSIE / FRANKFORT,US,MI,MW,,44.62,-86.2,183.0,19770126,19850813
726370,14826,BISHOP INTERNATIONAL AIRPORT,US,MI,MW,KFNT,42.967,-83.75,234.9,19730101,20220428
726375,94817,OAKLAND CO. INTNL AIRPORT,US,MI,MW,KPTK,42.663,-83.41,295.4,20060101,20220428
726375,99999,OAKLAND CO INTL,US,MI,MW,KPTK,42.667,-83.417,299.0,19730101,20051231
726376,99999,PORT HURON COAST GUARD STATIO,US,MI,MW,,43.0,-82.42,177.0,19770126,19960701
726378,99999,SHELBY,US,AL,S,KMBX,33.167,-86.767,178.0,19760513,19760513
726379,14845,MBS INTERNATIONAL AIRPORT,US,MI,MW,KMBS,43.528,-84.081,201.7,19730101,20220428
726380,94814,ROSCOMMON COUNTY AIRPORT,US,MI,MW,KHTL,44.359,-84.674,350.6,19730101,20220428
726381,99999,HYTOP(NEXRAD),US,AL,S,KHTX,34.933,-86.083,536.0,19840403,19870704
726384,14817,WEXFORD COUNTY AIRPORT,US,MI,MW,KCAD,44.283,-85.417,397.8,19900724,20220428
726384,99999,WEXFORD CO,US,MI,MW,KCAD,44.283,-85.417,398.0,20000101,20031231
726385,94894,MANISTEE CO-BLACKER ARPT,US,MI,MW,KMBL,44.267,-86.25,189.3,20060101,20220428
726385,99999,MANISTEE CO BLACKER,US,MI,MW,KMBL,44.272,-86.247,189.0,19730101,20051231
726386,99999,FRANKFORT COAST GUARD STATION,US,MI,MW,,44.63,-86.25,174.0,19770126,19960630
726387,14850,CHERRY CAPITAL AIRPORT,US,MI,MW,KTVC,44.739,-85.568,185.2,19730101,20220428
726388,99999,LANSING SHOAL LS,US,MI,MW,,45.9,-85.567,177.0,19800613,19850919
726389,99999,NORTH MANITOU SHOAL,US,MI,MW,,45.02,-85.95,177.0,19760926,19800622
726390,94849,ALPENA COUNTY REGIONAL AIRPOR,US,MI,MW,KAPN,45.072,-83.565,208.3,19730101,20220428
726391,385,BALD MOUNTAIN COTTONWOOD PASS,US,CO,W,K7BM,38.783,-106.217,2995.3,20050611,20220428
726391,99999,COTTONWOOD PASS,US,CO,W,K7BM,38.78,-106.22,2995.0,20080101,20080803
726392,424,SUNLIGHT,US,CO,W,K5SM,39.433,-107.383,3232.1,20050611,20220428
726392,99999,SUNLIGHT MTN,US,CO,W,K5SM,39.43,-107.38,3232.0,20080129,20081231
726393,99999,ALPENA NEXRAD,US,MI,MW,APX,44.917,-84.717,476.0,19990111,19990111
726394,4874,LUCE COUNTY AIRPORT,US,MI,MW,KERY,46.311,-85.457,281.3,20060101,20220428
726394,99999,LUCE CO,US,MI,MW,KERY,46.311,-85.457,265.0,19810811,20051231
726395,14808,OSCODA-WURTSMITH AIRPORT,US,MI,MW,KOSC,44.45,-83.4,192.9,19430701,20220428
726395,99999,OSCODA WURTSMITH,US,MI,MW,KOSC,44.45,-83.4,193.0,20000101,20031231
726396,422,WILKERSON PASS,US,CO,W,K4BM,39.05,-105.516,3438.1,20050611,20220428
726396,99999,WILKERSON PASS,US,CO,W,K4BM,39.05,-105.51,3438.0,19760926,20081124
726397,99999,TAWAS POINT COAST GUARD STATI,US,MI,MW,,44.25,-83.43,178.0,19760926,19960701
726398,99999,THUNDER BAY ISLAND,US,MI,MW,,45.07,-83.55,178.0,19760926,19801107
726399,99999,MANISTIQUE,US,MI,MW,,45.95,-86.23,178.0,19760116,20040920
726400,14839,GENERAL MITCHELL INTERNATIONA,US,WI,MW,KMKE,42.955,-87.905,203.3,19480101,20220428
726403,99999,MILWAUKEE WSFO,US,WI,MW,,42.97,-88.55,307.1,20010904,20110810
726404,4865,LKLND/NOBL F LEE MEM FD AP,US,WI,MW,KARV,45.928,-89.731,496.8,20060101,20220428
726404,99999,LAKELAND NOBLE F LE,US,WI,MW,KARV,45.933,-89.733,497.0,19891023,20051231
726405,94869,LAWRENCE J TIMMERMAN AIRPORT,US,WI,MW,KMWC,43.109,-88.031,223.7,19730101,20220428
726405,99999,LAWRENCE J TIMMERMAN,US,WI,MW,KMWC,43.117,-88.033,227.0,20000101,20041231
726406,99999,KENOSHA COAST GUARD STATION,US,WI,MW,,42.58,-87.75,223.0,19760926,19960701
726408,99999,SHEBOYGAN COAST GUARD STATION,US,WI,MW,,43.75,-87.7,1.0,19760926,19960701
726409,4897,WAUKESHA COUNTY AIRPORT,US,WI,MW,KUES,43.041,-88.237,277.7,20060101,20220429
726409,99999,WAUKESHA CO,US,WI,MW,KUES,43.041,-88.237,278.0,19880222,20051231
726410,14837,DANE CO REGIONAL-TRUAX FIELD,US,WI,MW,KMSN,43.141,-89.345,261.7,19480101,20220428
726413,4875,WEST BEND MUNICIPAL ARPT,US,WI,MW,KETB,43.417,-88.133,269.4,20060101,20220428
726413,99999,WEST BEND MUNI,US,WI,MW,KETB,43.422,-88.128,270.0,20010811,20051231
726414,4873,MONROE MUNICIPAL AIRPORT,US,WI,MW,KEFT,42.615,-89.591,330.7,20060101,20220428
726414,99999,MONROE MUNI,US,WI,MW,KEFT,42.615,-89.59,331.0,20010811,20051231
726415,94854,ROCK COUNTY AIRPORT,US,WI,MW,KJVL,42.617,-89.033,246.3,20060101,20220428
726415,99999,SOUTHERN WISC RGNL,US,WI,MW,KJVL,42.62,-89.042,246.0,19730101,20051231
726416,14921,TRI-COUNTY REGIONAL ARPT,US,WI,MW,KLNR,43.211,-90.187,218.0,19730101,20220428
726416,99999,TRI CO RGNL,US,WI,MW,KLNR,43.217,-90.183,219.0,20000101,20031231
726417,54911,TAYLOR COUNTY AIRPORT,US,WI,MW,KMDZ,45.101,-90.303,448.1,20060101,20220428
726417,99999,TAYLOR CO,US,WI,MW,KMDZ,45.101,-90.303,448.0,19990114,20051231
726418,54912,L.O. SIMENSTAD MUNICIPAL AIRP,US,WI,MW,KOEO,45.308,-92.69,275.2,20060101,20220428
726418,99999,L O SIMENSTAD MUNI,US,WI,MW,KOEO,45.317,-92.7,275.0,19990114,20051231
726419,94929,JOHN F KENNEDY MEMO ARPT,US,WI,MW,KASX,46.547,-90.918,250.2,20060101,20220428
726419,99999,J F KENNEDY MEMORIAL,US,WI,MW,KASX,46.55,-90.917,252.0,20010811,20051231
726424,94818,JOHN H BATTEN AIRPORT,US,WI,MW,KRAC,42.759,-87.818,203.6,20060101,20220428
726424,99999,JOHN H BATTEN,US,WI,MW,KRAC,42.761,-87.815,205.0,19990114,20051231
726425,4841,SHEBOYGAN CO MEMO AIRPORT,US,WI,MW,KSBM,43.775,-87.849,228.9,20060101,20220428
726425,99999,SHEBOYGAN CO MEM,US,WI,MW,KSBM,43.767,-87.85,230.0,19990114,20051231
726426,4895,STEVENS POINT MUNI ARPT,US,WI,MW,KSTE,44.55,-89.533,338.3,20060101,20220428
726426,99999,STEVENS POINT MUNI,US,WI,MW,KSTE,44.55,-89.533,338.0,19990114,20051231
726427,54908,RICHARD I BONG AIRPORT,US,WI,MW,KSUW,46.689,-92.094,205.4,20060101,20220428
726427,99999,RICHARD I BONG,US,WI,MW,KSUW,46.683,-92.1,205.0,19990114,20051231
726430,14920,LA CROSSE MUNICIPAL AIRPORT,US,WI,MW,KLSE,43.879,-91.253,198.2,19480101,20220428
726435,14991,CHIPPEWA VALLEY RGNL ARPT,US,WI,MW,KEAU,44.867,-91.488,269.4,19730101,20220428
726436,94930,VOLK FIELD AIRPORT,US,WI,MW,KVOK,43.933,-90.267,278.0,19611001,20220428
726436,99999,VOLK FLD,US,WI,MW,KVOK,43.933,-90.25,278.0,20000103,20041231
726437,94940,SPARTA/FORT MC COY AIRPORT,US,WI,MW,KCMY,43.967,-90.733,252.7,20060101,20220428
726437,99999,SPART FORT MC COY,US,WI,MW,KCMY,43.967,-90.733,255.0,19790621,20051231
726438,94994,BOSCOBEL AIRPORT,US,WI,MW,KOVS,43.156,-90.678,203.1,20060101,20220428
726438,99999,BOSCOBEL,US,WI,MW,KOVS,43.167,-90.683,205.0,20010811,20051231
726440,14925,ROCHESTER INTERNATIONAL AIRPO,US,MN,MW,KRST,43.904,-92.492,397.9,19730101,20220428
726444,4963,PRAIRIE DU CHIEN MUNI ARPT,US,WI,MW,KPDC,43.019,-91.124,201.5,20060101,20220428
726444,99999,PRAIRIE DU CHIEN MUN,US,WI,MW,KPDC,43.017,-91.117,201.0,20010811,20051231
